property,opened_date,contracted_date,completed_date,signoffreceived_date,usps_id,closed_date,usps_issue_number,estimated_cost,status,priority,category,type,assignedto,project_origin,project_age,age_bucket,stage_group,is_open,project_key
"Florence, IL",2023-09-28,2023-10-03,2023-10-09,2023-10-12,2321581,2023-10-17,2858278,147.06,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,19.0,0-30,Closed,Closed,"Florence, IL|2023-09-28"
"Newport, WA",2023-09-28,2023-10-22,2024-03-25,2024-05-29,,2024-08-02,,,Closed,Normal,Repair,Building Repairs,Brandon Davis,Internal,309.0,90+,Closed,Closed,"Newport, WA|2023-09-28"
"Florence, KY",2023-09-30,,2023-09-08,,,2023-10-31,,,Closed,Urgent,Repair,Drive Thru,Sarah Williams,Internal,31.0,31-60,Closed,Closed,"Florence, KY|2023-09-30"
"Florence, OK",2023-10-01,2023-10-09,2023-10-12,2023-10-17,,2023-10-23,,168.51,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,22.0,0-30,Closed,Closed,"Florence, OK|2023-10-01"
"Hamilton, PA",2023-10-01,,2023-09-29,,,2023-10-10,,173.2,Closed,Normal,Repair,Landscaping,Sarah Williams,Internal,9.0,0-30,Closed,Closed,"Hamilton, PA|2023-10-01"
"Bristol, LA",2023-10-02,2023-09-21,2023-10-01,,,2023-10-31,,20500.0,Closed,Urgent,Repair,Asbestos Abatement,Mike Johnson,Internal,29.0,0-30,Closed,Closed,"Bristol, LA|2023-10-02"
"Albany, NJ",2023-10-03,2023-10-24,2023-10-26,2023-11-06,2323247,2023-12-19,2860058,,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,77.0,61-90,Closed,Closed,"Albany, NJ|2023-10-03"
"Cleveland, RI",2023-10-03,2024-04-11,2024-04-24,2024-04-26,2322310,2024-05-22,2859060,,Closed,Urgent,Repair,Roof Replacement - Shingle,Sarah Williams,USPS,232.0,90+,Closed,Closed,"Cleveland, RI|2023-10-03"
"Clinton, SC",2023-10-03,2023-10-12,2023-10-12,2023-10-12,2323744,2023-10-17,2860550,121.37,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,14.0,0-30,Closed,Closed,"Clinton, SC|2023-10-03"
"Danville, AR",2023-10-03,2024-07-12,2024-10-19,2024-10-21,2322684,2024-11-22,2859424,417.11,Closed,Urgent,Repair,Structural,Mike Johnson,USPS,416.0,90+,Closed,Closed,"Danville, AR|2023-10-03"
"Danville, AR",2023-10-03,,2024-02-12,2024-02-12,2322733,2024-02-12,2859451,0.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,132.0,90+,Closed,Closed,"Danville, AR|2023-10-03"
"Dayton, PA",2023-10-03,,2023-11-02,2024-01-14,2324207,2024-03-26,2860994,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,175.0,90+,Closed,Closed,"Dayton, PA|2023-10-03"
"Farmington, NM",2023-10-03,2023-10-23,2023-11-22,2023-11-27,2323817,2023-11-27,2860527,,Closed,Urgent,Repair,Painting,Brandon Davis,USPS,55.0,31-60,Closed,Closed,"Farmington, NM|2023-10-03"
"Georgetown, NJ",2023-10-03,2023-10-05,2023-10-05,2023-10-15,2323771,2023-10-23,2860499,70.0,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,20.0,0-30,Closed,Closed,"Georgetown, NJ|2023-10-03"
"Lancaster, ID",2023-10-03,2023-10-19,2023-10-22,2023-11-05,2324130,2023-11-26,2860972,,Closed,Urgent,Repair,Doors,Sarah Williams,USPS,54.0,31-60,Closed,Closed,"Lancaster, ID|2023-10-03"
"Lancaster, WY",2023-10-03,,2023-10-08,2023-10-22,2322314,2024-01-31,2859020,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,120.0,90+,Closed,Closed,"Lancaster, WY|2023-10-03"
"Milton, MO",2023-10-03,2023-11-01,2023-11-01,2023-11-01,2323062,2023-11-07,2859812,194.0,Closed,Urgent,Repair,Plumbing,Mike Johnson,USPS,35.0,31-60,Closed,Closed,"Milton, MO|2023-10-03"
"Newport, WA",2023-10-03,2024-03-07,2024-08-15,2024-08-15,,2024-09-26,,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,Internal,359.0,90+,Closed,Closed,"Newport, WA|2023-10-03"
"Arlington, VT",2023-10-08,2023-10-10,2023-10-18,2023-10-30,2324723,2023-10-31,2861637,154.03,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,23.0,0-30,Closed,Closed,"Arlington, VT|2023-10-08"
"Clinton, VT",2023-10-08,2023-10-11,2023-10-29,,2323078,2023-12-10,2859854,250.0,Closed,Urgent,Repair,Flooring,Brandon Davis,USPS,63.0,61-90,Closed,Closed,"Clinton, VT|2023-10-08"
"Danville, SD",2023-10-08,2023-10-22,2023-10-23,2023-11-13,2324968,2023-11-20,2861765,131.48,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,43.0,31-60,Closed,Closed,"Danville, SD|2023-10-08"
"Hudson, MO",2023-10-08,2023-10-09,2023-10-19,2023-12-27,2325074,2023-12-27,2861854,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,80.0,61-90,Closed,Closed,"Hudson, MO|2023-10-08"
"Jackson, KS",2023-10-08,2024-01-17,2024-01-24,2024-02-04,2325329,2024-02-08,2862196,,Closed,Urgent,Repair,Gutters,Brandon Davis,USPS,123.0,90+,Closed,Closed,"Jackson, KS|2023-10-08"
"Springfield, TN",2023-10-08,2024-03-11,2024-05-08,2024-05-09,2281351,2024-05-14,2815612,,Closed,Urgent,Repair,Painting,Brandon Davis,USPS,219.0,90+,Closed,Closed,"Springfield, TN|2023-10-08"
"Kingston, AZ",2023-10-09,2023-10-11,2023-10-11,,,2024-02-06,,,Closed,Normal,Repair,Doors,Brandon Davis,Internal,120.0,90+,Closed,Closed,"Kingston, AZ|2023-10-09"
"Carrollton, OH",2023-10-12,,2024-03-05,2024-03-05,2325825,2024-03-05,2862727,,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,145.0,90+,Closed,Closed,"Carrollton, OH|2023-10-12"
"Franklin, GA",2023-10-12,2023-11-19,2023-11-28,2024-01-04,2325850,2024-01-17,2862791,371.0,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,97.0,90+,Closed,Closed,"Franklin, GA|2023-10-12"
"Greenville, DE",2023-10-12,2023-10-17,2023-10-19,2023-10-23,2327450,2023-10-31,2864514,150.0,Closed,Emergency,Repair,Storm/Flood Cleanup,Mike Johnson,USPS,19.0,0-30,Closed,Closed,"Greenville, DE|2023-10-12"
"Greenville, DE",2023-10-12,2023-10-17,2023-10-19,2023-10-23,2327427,2023-10-31,2864445,340.0,Closed,Emergency,Repair,Storm/Flood Cleanup,Mike Johnson,USPS,19.0,0-30,Closed,Closed,"Greenville, DE|2023-10-12"
"Lexington, KY",2023-10-12,2024-02-26,2024-03-22,2024-03-26,2326938,2024-05-01,2863875,11840.0,Closed,Emergency,Repair,Storm/Flood Cleanup,Mike Johnson,USPS,202.0,90+,Closed,Closed,"Lexington, KY|2023-10-12"
"Anderson, OK",2023-10-15,2023-10-16,2024-02-22,2024-02-25,,2024-03-05,,,Closed,Urgent,Repair,Plumbing,Brandon Davis,Internal,142.0,90+,Closed,Closed,"Anderson, OK|2023-10-15"
"Ashland, IN",2023-10-15,2023-10-31,2023-11-20,2023-11-20,2326799,2024-01-17,2863708,,Closed,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,94.0,90+,Closed,Closed,"Ashland, IN|2023-10-15"
"Ashland, IN",2023-10-15,2023-12-12,2024-01-14,2024-01-15,2326799,2024-01-30,2863707,,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,107.0,90+,Closed,Closed,"Ashland, IN|2023-10-15"
"Cleveland, OR",2023-10-15,2023-10-16,2023-10-17,2023-10-17,2327225,2024-01-17,2864237,903.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,94.0,90+,Closed,Closed,"Cleveland, OR|2023-10-15"
"Clinton, SC",2023-10-15,2023-10-15,2023-10-16,2023-10-16,,2023-12-19,,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,Internal,65.0,61-90,Closed,Closed,"Clinton, SC|2023-10-15"
"Danville, SD",2023-10-15,2023-10-19,2023-10-25,2023-11-05,2327430,2024-02-15,2864482,,Closed,Urgent,Repair,Plumbing,Sarah Williams,USPS,123.0,90+,Closed,Closed,"Danville, SD|2023-10-15"
"Fairview, MI",2023-10-15,2024-01-23,2024-02-28,2024-02-28,2327720,2024-03-15,2864759,11850.0,Closed,Urgent,Repair,Drive Thru,Mike Johnson,USPS,152.0,90+,Closed,Closed,"Fairview, MI|2023-10-15"
"Hudson, MO",2023-10-15,2023-10-15,2023-11-13,2023-10-23,2326681,2023-11-20,2863629,350.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,36.0,31-60,Closed,Closed,"Hudson, MO|2023-10-15"
"Madison, MD",2023-10-15,2023-12-26,2024-02-22,2024-02-26,2326136,2024-03-15,2863052,,Closed,Urgent,Repair,Doors,Sarah Williams,USPS,152.0,90+,Closed,Closed,"Madison, MD|2023-10-15"
"Milton, TN",2023-10-15,2023-10-16,2023-10-17,2023-10-22,2327785,,2864835,,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,920.0,90+,Closed,Closed,"Milton, TN|2023-10-15"
"Anderson, VA",2023-10-16,2023-10-25,2024-01-07,2023-12-11,2327473,2024-01-23,2864494,,Closed,Urgent,Repair,Flooring,Brandon Davis,USPS,99.0,90+,Closed,Closed,"Anderson, VA|2023-10-16"
"Arlington, ID",2023-10-16,2024-02-05,2024-03-15,2024-03-15,2327936,2024-04-03,2864943,6200.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,170.0,90+,Closed,Closed,"Arlington, ID|2023-10-16"
"Bloomington, MS",2023-10-17,2023-10-16,2023-10-19,2023-10-19,2329102,2023-11-07,2866157,240.0,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,21.0,0-30,Closed,Closed,"Bloomington, MS|2023-10-17"
"Carrollton, IL",2023-10-17,2023-10-19,2023-11-03,2023-11-05,2328923,2023-12-12,2865968,374.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,56.0,31-60,Closed,Closed,"Carrollton, IL|2023-10-17"
"Cleveland, OR",2023-10-17,2023-10-30,2023-12-28,2024-01-02,,2024-01-17,,2010.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,92.0,90+,Closed,Closed,"Cleveland, OR|2023-10-17"
"Hudson, MO",2023-10-17,2023-10-22,2023-10-23,2023-10-25,2328770,2023-11-20,2865907,175.0,Closed,Urgent,Repair,Concrete,Mike Johnson,USPS,34.0,31-60,Closed,Closed,"Hudson, MO|2023-10-17"
"Hudson, MO",2023-10-17,2023-10-22,2023-10-13,2023-10-25,2328770,2023-11-20,2865906,250.0,Closed,Urgent,Repair,Concrete,Mike Johnson,USPS,34.0,31-60,Closed,Closed,"Hudson, MO|2023-10-17"
"Salem, FL",2023-10-17,2024-01-02,2024-01-18,2024-01-31,2329548,2024-02-08,2866627,3480.0,Closed,Emergency,Repair,Drive Thru,Mike Johnson,USPS,114.0,90+,Closed,Closed,"Salem, FL|2023-10-17"
"Gainesville, NY",2023-10-18,2023-10-30,2023-12-28,2024-01-02,2328757,2024-01-17,2865816,,Closed,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,91.0,90+,Closed,Closed,"Gainesville, NY|2023-10-18"
"Georgetown, NC",2023-10-18,2024-02-14,2024-08-09,2024-08-20,2328650,2024-09-20,2865810,,Closed,Urgent,Repair,Gutters,Sarah Williams,USPS,338.0,90+,Closed,Closed,"Georgetown, NC|2023-10-18"
"Georgetown, NC",2023-10-18,2024-02-14,2024-02-16,2024-08-28,2328650,2024-08-28,2865785,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,315.0,90+,Closed,Closed,"Georgetown, NC|2023-10-18"
"Jackson, LA",2023-10-18,2023-10-19,2023-10-22,2024-01-03,2329233,2024-01-03,2866349,,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,77.0,61-90,Closed,Closed,"Jackson, LA|2023-10-18"
"Newport, ME",2023-10-18,2024-01-18,2024-01-25,2024-02-07,2315722,2024-02-12,2851981,2200.0,Closed,Urgent,Repair,Flooring,Mike Johnson,USPS,117.0,90+,Closed,Closed,"Newport, ME|2023-10-18"
"Greenville, AR",2023-10-19,2023-10-18,2023-10-19,2023-10-24,,2023-10-31,,65.0,Closed,Normal,Repair,Ceiling Tiles,Sarah Williams,Internal,12.0,0-30,Closed,Closed,"Greenville, AR|2023-10-19"
"Greenville, NC",2023-10-19,,,,,2024-02-07,,,Closed,Normal,Repair,Fencing,Mike Johnson,Internal,111.0,90+,Closed,Closed,"Greenville, NC|2023-10-19"
"Clayton, CO",2023-10-22,2024-03-25,2024-04-01,2024-04-01,2330367,2024-04-03,2867501,,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,164.0,90+,Closed,Closed,"Clayton, CO|2023-10-22"
"Florence, MO",2023-10-22,,2023-10-23,2023-11-14,2330878,2024-01-31,2868013,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,101.0,90+,Closed,Closed,"Florence, MO|2023-10-22"
"Hamilton, PA",2023-10-23,,2023-10-22,,,2023-10-31,,173.2,Closed,Normal,Repair,Landscaping,Sarah Williams,Internal,8.0,0-30,Closed,Closed,"Hamilton, PA|2023-10-23"
"Hamilton, WA",2023-10-23,2023-10-23,2023-11-15,2023-11-15,2331170,2023-12-12,2868331,411.14,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,50.0,31-60,Closed,Closed,"Hamilton, WA|2023-10-23"
"Rockville, UT",2023-10-23,,,,,,,88.33,Closed,Urgent,Repair,Electrical Repairs,Ashley Thompson,Internal,912.0,90+,Closed,Closed,"Rockville, UT|2023-10-23"
"Troy, AR",2023-10-25,2024-01-16,2024-06-06,2024-06-06,2332612,2024-06-11,2869743,,Closed,Urgent,Repair,Structural,Mike Johnson,USPS,230.0,90+,Closed,Closed,"Troy, AR|2023-10-25"
"Winchester, NM",2023-10-25,2024-04-01,2024-04-15,,2332590,2024-04-22,2869854,,Closed,Urgent,Repair,Flooring,Brandon Davis,USPS,180.0,90+,Closed,Closed,"Winchester, NM|2023-10-25"
"Burlington, MN",2023-10-26,2024-02-25,2024-03-11,,2332330,,2869651,,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,909.0,90+,Closed,Closed,"Burlington, MN|2023-10-26"
"Burlington, MN",2023-10-26,2024-02-25,2024-03-11,,2332436,2024-03-29,2869656,,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,155.0,90+,Closed,Closed,"Burlington, MN|2023-10-26"
"Danville, OR",2023-10-26,2024-02-25,2024-02-28,2024-03-06,2332695,2024-04-22,2869885,750.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,179.0,90+,Closed,Closed,"Danville, OR|2023-10-26"
"Lexington, CO",2023-10-26,2024-01-25,2024-02-15,2024-02-15,2332309,2024-03-05,2869569,600.0,Closed,Urgent,Repair,Striping,Sarah Williams,USPS,131.0,90+,Closed,Closed,"Lexington, CO|2023-10-26"
"Lexington, CO",2023-10-26,2023-11-13,2023-12-11,2023-12-19,2332749,2024-01-03,2870042,,Closed,Urgent,Repair,Pest Control,Sarah Williams,USPS,69.0,61-90,Closed,Closed,"Lexington, CO|2023-10-26"
"Hamilton, AZ",2023-10-29,2023-11-02,2023-11-13,2023-11-14,2333333,2023-11-27,2870583,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,29.0,0-30,Closed,Closed,"Hamilton, AZ|2023-10-29"
"Oakland, NC",2023-10-29,2024-02-27,2024-02-27,2024-03-11,2333395,2024-06-07,2870677,,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,222.0,90+,Closed,Closed,"Oakland, NC|2023-10-29"
"Burlington, AR",2023-10-30,,,,,2024-01-09,,23000.0,Closed,Normal,Repair,Roof Repair,Mike Johnson,Internal,71.0,61-90,Closed,Closed,"Burlington, AR|2023-10-30"
"Cleveland, NV",2023-10-30,,,,,,,708.0,Closed,Urgent,Repair,Other,Ashley Thompson,Internal,905.0,90+,Closed,Closed,"Cleveland, NV|2023-10-30"
"Farmington, NH",2023-10-31,,,,,,,,Closed,Normal,Repair,Building Repairs,Brandon Davis,Internal,904.0,90+,Closed,Closed,"Farmington, NH|2023-10-31"
"Hudson, VA",2023-10-31,,,,,,,99.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,Internal,904.0,90+,Closed,Closed,"Hudson, VA|2023-10-31"
"Kingston, OK",2023-10-31,2023-10-31,2023-10-31,2023-11-03,,2023-11-07,,220.32,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,7.0,0-30,Closed,Closed,"Kingston, OK|2023-10-31"
"Ashland, WA",2023-11-01,2023-11-11,2024-02-11,2024-01-09,,2024-02-28,,122.0,Closed,Low,Repair,HVAC Repairs,Mike Johnson,Internal,119.0,90+,Closed,Closed,"Ashland, WA|2023-11-01"
"Carrollton, IL",2023-11-01,2023-11-07,2023-11-08,2024-02-21,2334894,2024-02-21,2872191,110.0,Closed,Urgent,Repair,Plumbing,Mike Johnson,USPS,112.0,90+,Closed,Closed,"Carrollton, IL|2023-11-01"
"Columbia, HI",2023-11-01,2023-11-05,2023-12-11,2023-12-10,2334798,2023-12-11,2872155,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,40.0,31-60,Closed,Closed,"Columbia, HI|2023-11-01"
"Danville, NM",2023-11-01,,2023-11-05,2023-11-05,2333937,2023-11-05,2871245,,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,4.0,0-30,Closed,Closed,"Danville, NM|2023-11-01"
"Danville, NM",2023-11-01,2023-11-20,2023-12-17,2023-12-06,2333937,2023-12-19,2871244,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,48.0,31-60,Closed,Closed,"Danville, NM|2023-11-01"
"Dayton, VT",2023-11-01,2023-12-05,2023-12-19,2024-01-03,2334234,2024-01-17,2871514,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,77.0,61-90,Closed,Closed,"Dayton, VT|2023-11-01"
"Hamilton, WA",2023-11-01,2023-11-14,2023-11-14,2023-11-15,,2023-11-20,,300.0,Closed,Normal,Repair,Electrical Repairs,Mike Johnson,Internal,19.0,0-30,Closed,Closed,"Hamilton, WA|2023-11-01"
"Lexington, WV",2023-11-01,2023-12-06,2023-12-20,2023-12-20,2334041,2024-01-17,2871362,551.34,Closed,Urgent,Repair,Storm/Flood Cleanup,Mike Johnson,USPS,77.0,61-90,Closed,Closed,"Lexington, WV|2023-11-01"
"Madison, MS",2023-11-01,,2024-01-03,,,2024-01-03,,0.0,Closed,Urgent,Repair,Misc. Repairs,Mike Johnson,Internal,63.0,61-90,Closed,Closed,"Madison, MS|2023-11-01"
"Oakland, MI",2023-11-01,2023-11-02,2023-11-14,2023-11-14,,2023-11-27,,151.46,Closed,Normal,Repair,Roof Repair,Mike Johnson,Internal,26.0,0-30,Closed,Closed,"Oakland, MI|2023-11-01"
"Ashland, AZ",2023-11-05,2023-11-05,2023-11-07,2023-11-08,2335398,2023-11-21,2872741,200.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,16.0,0-30,Closed,Closed,"Ashland, AZ|2023-11-05"
"Canton, NC",2023-11-05,2024-04-26,2024-05-29,2024-05-29,2335218,2024-06-17,2872597,4700.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,225.0,90+,Closed,Closed,"Canton, NC|2023-11-05"
"Danville, MA",2023-11-05,,,,2198512,2025-04-23,2727942,,Closed,Urgent,Repair,Painting,Sarah Williams,USPS,535.0,90+,Closed,Closed,"Danville, MA|2023-11-05"
"Florence, MT",2023-11-05,2023-11-07,2023-11-07,2023-11-12,2335276,2024-03-04,2872566,125.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,120.0,90+,Closed,Closed,"Florence, MT|2023-11-05"
"Gainesville, NY",2023-11-05,,2023-11-16,2024-01-09,2335247,2024-01-09,2872714,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,65.0,61-90,Closed,Closed,"Gainesville, NY|2023-11-05"
"Hudson, MO",2023-11-05,2023-12-24,2024-01-12,2024-01-14,2335237,2024-01-17,2872547,500.0,Closed,Urgent,Repair,Plumbing,Mike Johnson,USPS,73.0,61-90,Closed,Closed,"Hudson, MO|2023-11-05"
"Hudson, MO",2023-11-05,2023-12-12,2023-12-12,2024-02-28,2335237,2024-03-15,2872548,2370.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,131.0,90+,Closed,Closed,"Hudson, MO|2023-11-05"
"Oakland, AL",2023-11-05,2023-11-06,2023-11-09,2024-04-04,2334921,2024-04-12,2872281,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,159.0,90+,Closed,Closed,"Oakland, AL|2023-11-05"
"Oxford, LA",2023-11-05,2023-12-21,2023-12-24,2024-01-16,2334962,2024-02-14,2872324,85.0,Closed,Urgent,Repair,Gutters,Sarah Williams,USPS,101.0,90+,Closed,Closed,"Oxford, LA|2023-11-05"
"Troy, AR",2023-11-05,2023-11-05,2023-11-10,2023-11-30,2334887,2023-12-11,2872298,538.74,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,36.0,31-60,Closed,Closed,"Troy, AR|2023-11-05"
"Arlington, CO",2023-11-06,2024-06-11,2024-06-14,2024-06-14,2335440,2024-07-11,2872773,,Closed,Urgent,Repair,Paving (Repair),Brandon Davis,USPS,248.0,90+,Closed,Closed,"Arlington, CO|2023-11-06"
"Clayton, AK",2023-11-06,2023-11-06,2023-11-06,2023-11-06,2336237,2023-11-15,2873689,176.0,Closed,Urgent,Repair,Overhead Doors,Sarah Williams,USPS,9.0,0-30,Closed,Closed,"Clayton, AK|2023-11-06"
"Dayton, IN",2023-11-06,,2023-12-04,2023-12-04,2335160,2023-12-04,2872520,,Closed,Urgent,Repair,Gutters,Brandon Davis,USPS,28.0,0-30,Closed,Closed,"Dayton, IN|2023-11-06"
"Florence, MO",2023-11-06,2023-11-02,2023-11-05,2023-11-12,2335458,2024-02-07,2872858,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,93.0,90+,Closed,Closed,"Florence, MO|2023-11-06"
"Madison, NE",2023-11-06,2023-11-14,2023-12-04,2023-12-04,2335381,2023-12-12,2872819,150.0,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,36.0,31-60,Closed,Closed,"Madison, NE|2023-11-06"
"Ashland, WA",2023-11-08,2024-07-08,2024-07-15,2024-07-16,2336373,2024-08-02,2873819,400.0,Closed,Urgent,Repair,Doors,Ashley Thompson,USPS,268.0,90+,Closed,Closed,"Ashland, WA|2023-11-08"
"Danville, NM",2023-11-08,2024-03-29,,,2336301,2024-06-20,2873708,2000.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,225.0,90+,Closed,Closed,"Danville, NM|2023-11-08"
"Jackson, PA",2023-11-08,2023-11-09,2023-12-04,2024-03-05,2336203,2024-03-13,2873617,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,126.0,90+,Closed,Closed,"Jackson, PA|2023-11-08"
"Lexington, TX",2023-11-08,,,2024-01-11,2108211,,2631006,,Closed,Urgent,Repair,Flooring,Brandon Davis,USPS,896.0,90+,Closed,Closed,"Lexington, TX|2023-11-08"
"Madison, CA",2023-11-11,2023-11-11,2023-11-21,2023-01-21,,2024-02-28,,482.8,Closed,Low,Repair,HVAC PM,Mike Johnson,Internal,109.0,90+,Closed,Closed,"Madison, CA|2023-11-11"
"Ashland, NY",2023-11-12,,,2024-02-12,2337704,2024-02-14,2875293,,Closed,Urgent,Repair,Paving (Repair),Sarah Williams,USPS,94.0,90+,Closed,Closed,"Ashland, NY|2023-11-12"
"Ashland, NY",2023-11-12,2023-11-29,2023-12-13,2023-12-18,2337704,2024-01-03,2875273,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,52.0,31-60,Closed,Closed,"Ashland, NY|2023-11-12"
"Bloomington, WV",2023-11-12,2024-05-08,2024-06-06,2024-06-07,2336692,2024-08-02,2874127,,Closed,Urgent,Repair,Paving (Repair),Brandon Davis,USPS,264.0,90+,Closed,Closed,"Bloomington, WV|2023-11-12"
"Bristol, FL",2023-11-12,2024-04-04,2024-04-11,2024-04-11,2337062,2024-05-01,2874525,1500.0,Closed,Urgent,Repair,Signage,Mike Johnson,USPS,171.0,90+,Closed,Closed,"Bristol, FL|2023-11-12"
"Carrollton, IL",2023-11-12,2023-11-14,2023-11-15,2023-11-19,2337316,2023-12-12,2874818,145.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,30.0,0-30,Closed,Closed,"Carrollton, IL|2023-11-12"
"Danville, NM",2023-11-12,2023-11-15,2023-11-21,2023-12-03,2337292,2024-01-02,2874773,736.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,51.0,31-60,Closed,Closed,"Danville, NM|2023-11-12"
"Florence, MO",2023-11-12,2023-11-06,2023-11-14,2023-12-26,2336417,2023-12-27,2873849,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,45.0,31-60,Closed,Closed,"Florence, MO|2023-11-12"
"Gainesville, HI",2023-11-12,2024-04-12,2024-05-12,2024-05-13,2336701,2024-06-03,2874137,300.0,Closed,Urgent,Repair,Concrete,Sarah Williams,USPS,204.0,90+,Closed,Closed,"Gainesville, HI|2023-11-12"
"Hamilton, ND",2023-11-12,2023-11-15,2023-11-26,2023-11-29,2337412,2023-12-19,2874894,650.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,37.0,31-60,Closed,Closed,"Hamilton, ND|2023-11-12"
"Milton, MO",2023-11-12,2024-04-17,2024-04-18,,2336695,2024-08-02,2874131,2000.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,264.0,90+,Closed,Closed,"Milton, MO|2023-11-12"
"Milton, MO",2023-11-12,2024-08-22,2024-08-28,2024-08-29,2336695,2024-09-10,2874132,1000.0,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,303.0,90+,Closed,Closed,"Milton, MO|2023-11-12"
"Winchester, NM",2023-11-12,2023-11-14,2023-11-15,2023-11-15,2337304,2023-11-21,2874799,,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,9.0,0-30,Closed,Closed,"Winchester, NM|2023-11-12"
"Bristol, WI",2023-11-13,2023-11-13,2023-11-15,2023-11-15,,2023-11-27,,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,Internal,14.0,0-30,Closed,Closed,"Bristol, WI|2023-11-13"
"Georgetown, MO",2023-11-13,2023-11-16,2024-01-04,2024-01-16,2338060,2024-02-26,2875618,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,105.0,90+,Closed,Closed,"Georgetown, MO|2023-11-13"
"Georgetown, NC",2023-11-13,,2023-12-28,2023-12-28,,2024-02-06,,,Closed,Normal,Repair,Roof Repair,Brandon Davis,Internal,85.0,61-90,Closed,Closed,"Georgetown, NC|2023-11-13"
"Madison, MS",2023-11-13,2023-11-23,2023-12-05,2023-12-07,2337858,2023-12-18,2875391,0.0,Closed,Urgent,Repair,Concrete,Brandon Davis,USPS,35.0,31-60,Closed,Closed,"Madison, MS|2023-11-13"
